Norway,1,7.537000179
Denmark,2,7.521999836
Iceland,3,7.504000187
Switzerland,4,7.493999958
Finland,5,7.468999863
Netherlands,6,7.376999855
Canada,7,7.315999985
New Zealand,8,7.31400013
Sweden,9,7.28399992
Australia,10,7.28399992
Israel,11,7.212999821
Costa Rica,12,7.078999996
Austria,13,7.006000042
United States,14,6.993000031
Ireland,15,6.977000237
Germany,16,6.951000214
Belgium,17,6.890999794
Luxembourg,18,6.862999916
United Kingdom,19,6.714000225
Chile,20,6.65199995
United Arab Emirates,21,6.647999763
Brazil,22,6.635000229
Czech Republic,23,6.609000206
Argentina,24,6.598999977
Mexico,25,6.578000069
Singapore,26,6.572000027
Malta,27,6.52699995
Uruguay,28,6.453999996
Guatemala,29,6.453999996
Panama,30,6.452000141
France,31,6.441999912
Thailand,32,6.423999786
Taiwan,33,6.421999931
Spain,34,6.402999878
Qatar,35,6.375
Colombia,36,6.356999874
Saudi Arabia,37,6.343999863
Trinidad and Tobago,38,6.168000221
Kuwait,39,6.105000019
Slovakia,40,6.09800005
Bahrain,41,6.086999893
Malaysia,42,6.084000111
Nicaragua,43,6.071000099
Ecuador,44,6.007999897
El Salvador,45,6.002999783
Poland,46,5.97300005
Uzbekistan,47,5.971000195
Italy,48,5.964000225
Russia,49,5.962999821
Belize,50,5.955999851
Japan,51,5.920000076
Lithuania,52,5.90199995
Algeria,53,5.872000217
Latvia,54,5.849999905
South Korea,55,5.837999821
Moldova,56,5.837999821
Romania,57,5.824999809
Bolivia,58,5.822999954
Turkmenistan,59,5.822000027
Kazakhstan,60,5.818999767
Northern Cyprus,61,5.809999943
Slovenia,62,5.757999897
Peru,63,5.715000153
Mauritius,64,5.629000187
Cyprus,65,5.620999813
Estonia,66,5.611000061
Belarus,67,5.568999767
Libya,68,5.525000095
Turkey,69,5.5
Paraguay,70,5.493000031
Hong Kong,71,5.472000122
Philippines,72,5.429999828
Serbia,73,5.394999981
Jordan,74,5.335999966
Hungary,75,5.323999882
Jamaica,76,5.31099987
Croatia,77,5.293000221
Kosovo,78,5.278999805
China,79,5.272999763
Pakistan,80,5.269000053
Indonesia,81,5.262000084
Venezuela,82,5.25
Montenegro,83,5.236999989
Morocco,84,5.235000134
Azerbaijan,85,5.234000206
Dominican Republic,86,5.230000019
Greece,87,5.227000237
Lebanon,88,5.224999905
Portugal,89,5.195000172
Bosnia and Herzegovina,90,5.18200016
Honduras,91,5.181000233
Macedonia,92,5.175000191
Somalia,93,5.151000023
Vietnam,94,5.073999882
Nigeria,95,5.073999882
Tajikistan,96,5.040999889
Bhutan,97,5.011000156
Kyrgyzstan,98,5.004000187
Nepal,99,4.961999893
Mongolia,100,4.954999924
South Africa,101,4.828999996
Tunisia,102,4.804999828
Palestine,103,4.775000095
Egypt,104,4.735000134
Bulgaria,105,4.714000225
Sierra Leone,106,4.709000111
Cameroon,107,4.695000172
Iran,108,4.691999912
Albania,109,4.644000053
Bangladesh,110,4.607999802
Namibia,111,4.573999882
Kenya,112,4.552999973
Mozambique,113,4.550000191
Myanmar,114,4.545000076
Senegal,115,4.534999847
Zambia,116,4.513999939
Iraq,117,4.497000217
Gabon,118,4.465000153
Ethiopia,119,4.460000038
Sri Lanka,120,4.440000057
Armenia,121,4.375999928
India,122,4.315000057
Mauritania,123,4.291999817
Congo (Republic),124,4.290999889
Georgia,125,4.285999775
Congo (DRC),126,4.28000021
Mali,127,4.190000057
Côte d'Ivoire,128,4.179999828
Cambodia,129,4.168000221
Sudan,130,4.138999939
Ghana,131,4.119999886
Ukraine,132,4.096000195
Uganda,133,4.080999851
Burkina Faso,134,4.032000065
Niger,135,4.027999878
Malawi,136,3.970000029
Chad,137,3.936000109
Zimbabwe,138,3.875
Lesotho,139,3.808000088
Angola,140,3.795000076
Afghanistan,141,3.79399991
Botswana,142,3.766000032
Benin,143,3.657000065
Madagascar,144,3.644000053
Haiti,145,3.602999926
Yemen,146,3.592999935
South Sudan,147,3.59100008
Liberia,148,3.532999992
Guinea,149,3.506999969
Togo,150,3.494999886
Rwanda,151,3.470999956
Syria,152,3.461999893
Tanzania,153,3.348999977
Burundi,154,2.904999971
Central African Republic,155,2.693000078
